Event,TSS (mg),TZn (mg),DZn (mg),TCu (mg),DCu (mg),Volume (l),Flow rate (l/min),Conc. TSS (mg/l),Conc. TZn (mg/l),Conc. DZn (mg/l),Conc. TCu (mg/l),Conc. DCu (mg/l)
71,3019.4,1206.2,1025.3,1.6954,0.33907,446.15,1.0623,6.7676,2.7037,2.2981,0.0038,0.00075999
72,15262.0,4897.9,4163.2,6.9284,1.3857,1736.5,2.4118,8.7892,2.8206,2.3975,0.0039899,0.00079798
73,14711.0,5945.1,5053.3,8.4079,1.6816,2034.3,1.3041,7.2313,2.9224,2.484,0.004133,0.00082659
74,766.5,44.412,37.75,0.039794,0.0079589,37.2,0.62,20.605,1.1939,1.0148,0.0010697,0.00021395
75,2306.3,157.53,133.9,0.19825,0.03965,74.4,0.62,30.999,2.1174,1.7998,0.0026646,0.00053293
76,9323.0,829.96,705.46,1.1401,0.22802,285.7,0.3968,32.633,2.905,2.4693,0.0039905,0.00079811
77,223.12,37.578,31.942,0.026446,0.0052892,24.8,0.41333,8.9969,1.5153,1.288,0.0010664,0.00021327
78,1780.7,221.38,188.17,0.29707,0.059415,111.6,0.93,15.956,1.9837,1.6861,0.002662,0.00053239
79,89443.0,34278.0,29136.0,48.535,9.7069,11497.0,2.0605,7.7794,2.9813,2.5341,0.0042214,0.00084427
80,1700.3,102.18,86.854,0.099248,0.01985,37.2,0.31,45.708,2.7468,2.3348,0.002668,0.00053359
81,5660.9,2001.2,1701.0,2.82,0.56401,706.8,0.98167,8.0091,2.8314,2.4067,0.0039899,0.00079797
82,13093.0,836.19,710.76,1.1671,0.23343,322.4,1.0747,40.61,2.5936,2.2046,0.0036201,0.00072402
83,3437.3,622.71,529.3,0.87062,0.17412,272.68,1.5149,12.606,2.2837,1.9411,0.0031929,0.00063857
84,4268.3,623.03,529.58,0.8707,0.17414,272.68,1.5149,15.653,2.2849,1.9421,0.0031932,0.00063863
85,667.08,139.46,118.54,0.15797,0.031595,49.476,0.27487,13.483,2.8187,2.3959,0.0031929,0.00063859
86,15529.0,2264.4,1924.7,3.1862,0.63725,781.2,0.72333,19.878,2.8986,2.4638,0.0040786,0.00081573
87,8880.0,894.44,760.27,1.2437,0.24875,322.4,0.67167,27.543,2.7743,2.3582,0.0038577,0.00077155
88,13145.0,990.85,842.22,1.3859,0.27719,372.0,1.0333,35.337,2.6636,2.264,0.0037256,0.00074513
89,16547.0,7778.5,6611.7,11.005,2.2011,2652.4,1.4735,6.2386,2.9327,2.4928,0.0041493,0.00082986
90,13283.0,1607.1,1366.0,2.2631,0.45261,595.45,1.4177,22.307,2.6989,2.2941,0.0038006,0.00076012
91,3657.0,358.04,304.34,0.49524,0.099047,186.0,1.55,19.662,1.925,1.6362,0.0026626,0.00053251
92,644.13,41.871,35.59,0.026577,0.0053153,24.8,0.41333,25.973,1.6883,1.4351,0.0010716,0.00021433
93,127860.0,19766.0,16801.0,27.989,5.5977,6819.9,5.4126,18.748,2.8983,2.4636,0.004104,0.0008208
94,22134.0,3215.9,2733.6,4.5459,0.90918,1178.5,2.4552,18.782,2.7289,2.3195,0.0038574,0.00077147
95,10041.0,873.58,742.54,1.2275,0.2455,384.28,2.1349,26.13,2.2733,1.9323,0.0031944,0.00063887
96,315.25,48.024,40.82,0.05286,0.010572,49.6,0.82667,6.3559,0.96822,0.82299,0.0010657,0.00021315
97,1956.3,59.006,50.155,0.066578,0.013316,62.0,1.0333,31.553,0.9517,0.80895,0.0010738,0.00021477
98,2954.5,289.56,246.12,0.39619,0.079238,148.8,1.24,19.855,1.9459,1.6541,0.0026626,0.00053252
99,1567.2,58.505,49.729,0.066426,0.013285,62.0,1.0333,25.278,0.94362,0.80208,0.0010714,0.00021428
100,30800.0,7104.9,6039.1,10.056,2.0112,2554.4,4.2573,12.058,2.7814,2.3642,0.0039368,0.00078737
101,24651.0,4375.2,3718.9,6.1832,1.2366,1512.6,1.3268,16.297,2.8926,2.4587,0.0040879,0.00081758
102,14993.0,1458.5,1239.7,2.0591,0.41182,644.68,3.5815,23.257,2.2623,1.923,0.003194,0.00063881
103,47478.0,5156.5,4383.1,7.2919,1.4584,1797.5,1.8724,26.414,2.8687,2.4384,0.0040567,0.00081134
104,2313.5,266.57,226.58,0.36311,0.072623,136.4,1.1367,16.961,1.9543,1.6612,0.0026621,0.00053242
105,1275.3,117.45,99.834,0.15866,0.031732,148.8,2.48,8.5707,0.78933,0.67093,0.0010663,0.00021325
106,4329.7,84.17,71.545,0.10707,0.021414,99.2,1.6533,43.646,0.84849,0.72122,0.0010793,0.00021586
107,30286.0,9826.6,8352.6,13.91,2.7819,3410.5,3.1579,8.8802,2.8813,2.4491,0.0040785,0.0008157
108,20635.0,1707.5,1451.4,2.4053,0.48106,632.77,1.5066,32.61,2.6984,2.2937,0.0038012,0.00076024
109,589.78,113.15,96.177,0.132,0.026401,49.6,0.41333,11.891,2.2812,1.9391,0.0026614,0.00053228
110,30280.0,11498.0,9773.5,16.279,3.2558,4080.1,5.6668,7.4214,2.8181,2.3954,0.0039899,0.00079797
111,1741.0,47.193,40.114,0.040208,0.0080415,37.2,0.62,46.8,1.2686,1.0783,0.0010808,0.00021617
112,255.65,92.22,78.387,0.09898,0.019796,37.2,0.31,6.8722,2.479,2.1072,0.0026607,0.00053215
