Event,TSS (mg),TZn (mg),DZn (mg),TCu (mg),DCu (mg),Volume (l),Flow rate (l/min),Conc. TSS (mg/l),Conc. TZn (mg/l),Conc. DZn (mg/l),Conc. TCu (mg/l),Conc. DCu (mg/l)
6/08/2018,1048.6,24.748,24.748,0.30125,0.069288,25.48,0.030333,41.154,0.97126,0.97126,0.011823,0.0027193
8/08/2018,331.85,3.6956,3.6956,0.045004,0.010351,14.3,0.23833,23.206,0.25844,0.25844,0.0031471,0.00072384
17/08/2018,2896.6,61.086,61.086,0.74911,0.1723,64.35,0.0975,45.014,0.94928,0.94928,0.011641,0.0026775
24/08/2018,861.28,20.344,20.344,0.24857,0.057172,23.4,0.078,36.807,0.8694,0.8694,0.010623,0.0024432
29/08/2018,738.51,18.879,18.879,0.23027,0.052961,21.06,0.0585,35.067,0.89643,0.89643,0.010934,0.0025148
3/09/2018,10159.0,330.24,330.24,4.0558,0.93284,346.32,0.481,29.333,0.95358,0.95358,0.011711,0.0026936
3/09/2018,526.9,44.809,44.809,0.54929,0.12634,47.97,0.088833,10.984,0.9341,0.9341,0.011451,0.0026336
24/09/2018,7332.6,72.764,72.764,0.89527,0.20591,114.4,0.95333,64.096,0.63605,0.63605,0.0078258,0.0017999
25/09/2018,545.87,58.538,58.538,0.71817,0.16518,63.44,0.13217,8.6044,0.92274,0.92274,0.01132,0.0026037
5/10/2018,1449.4,25.013,25.013,0.30634,0.070458,30.16,0.12567,48.057,0.82933,0.82933,0.010157,0.0023361
11/10/2018,615.92,14.301,14.301,0.17428,0.040084,17.16,0.0715,35.893,0.83341,0.83341,0.010156,0.0023359
11/10/2018,2511.1,294.4,294.4,3.6147,0.83139,295.75,0.14083,8.4908,0.99543,0.99543,0.012222,0.0028111
17/10/2018,290.06,8.0797,8.0797,0.096665,0.022233,9.1,0.030333,31.874,0.88787,0.88787,0.010623,0.0024432
25/10/2018,1721.8,34.924,34.924,0.42811,0.098465,40.3,0.13433,42.724,0.86659,0.86659,0.010623,0.0024433
29/10/2018,3355.4,100.7,100.7,1.2365,0.2844,113.1,0.31417,29.668,0.89037,0.89037,0.010933,0.0025146
30/10/2018,726.78,56.626,56.626,0.69465,0.15977,61.36,0.12783,11.845,0.92285,0.92285,0.011321,0.0026038
30/10/2018,170.44,12.457,12.457,0.15237,0.035045,19.5,0.1625,8.7405,0.6388,0.6388,0.0078137,0.0017972
31/10/2018,1140.2,67.021,67.021,0.82209,0.18908,70.2,0.0975,16.241,0.95471,0.95471,0.011711,0.0026934
2/11/2018,383.81,14.96,14.96,0.18281,0.042047,19.5,0.10833,19.683,0.76718,0.76718,0.009375,0.0021562
8/11/2018,12229.0,365.29,365.29,4.4858,1.0317,371.8,0.28167,32.891,0.98249,0.98249,0.012065,0.002775
18/11/2018,2626.8,50.642,50.642,0.62145,0.14293,58.5,0.195,44.903,0.86568,0.86568,0.010623,0.0024433
19/11/2018,612.43,34.439,34.439,0.42235,0.097141,41.6,0.17333,14.722,0.82787,0.82787,0.010153,0.0023351
20/11/2018,2267.5,199.18,199.18,2.4461,0.5626,219.31,0.52217,10.339,0.90823,0.90823,0.011154,0.0025653
23/11/2018,309.01,3.0413,3.0413,0.036845,0.0084743,11.7,0.195,26.411,0.25994,0.25994,0.0031491,0.0007243
24/11/2018,574.68,24.84,24.84,0.30481,0.070106,39.0,0.325,14.735,0.63691,0.63691,0.0078156,0.0017976
24/11/2018,449.59,35.618,35.618,0.43645,0.10038,39.13,0.093167,11.49,0.91025,0.91025,0.011154,0.0025654
25/11/2018,259.29,14.933,14.933,0.18286,0.042058,23.4,0.195,11.081,0.63814,0.63814,0.0078146,0.0017974
27/11/2018,941.67,40.287,40.287,0.49327,0.11345,42.12,0.0585,22.357,0.95649,0.95649,0.011711,0.0026935
28/11/2018,173.34,13.609,13.609,0.16567,0.038104,15.6,0.052,11.112,0.87238,0.87238,0.01062,0.0024425
30/11/2018,154.24,4.2677,4.2677,0.050827,0.01169,6.5,0.054167,23.729,0.65657,0.65657,0.0078195,0.0017985
1/12/2018,45.684,1.4088,1.4088,0.016321,0.0037537,5.2,0.086667,8.7854,0.27092,0.27092,0.0031386,0.00072187
5/12/2018,5167.2,154.94,154.94,1.9026,0.4376,166.14,0.30767,31.101,0.93259,0.93259,0.011452,0.0026339
11/12/2018,3070.4,82.771,82.771,1.0153,0.23353,85.28,0.088833,36.004,0.97058,0.97058,0.011906,0.0027384
18/12/2018,16900.0,510.0,510.0,6.2628,1.4404,512.72,0.25133,32.961,0.99469,0.99469,0.012215,0.0028094
21/12/2018,1441.1,67.39,67.39,0.82712,0.19024,75.66,0.21017,19.047,0.89069,0.89069,0.010932,0.0025144
22/12/2018,3222.6,241.26,241.26,2.9627,0.68143,254.54,0.38567,12.66,0.94784,0.94784,0.01164,0.0026771
31/12/2018,1050.3,19.44,19.44,0.23767,0.054664,23.4,0.0975,44.886,0.83077,0.83077,0.010157,0.0023361
