Event,TSS (mg),TZn (mg),DZn (mg),TCu (mg),DCu (mg),Volume (l),Flow rate (l/min),Conc. TSS (mg/l),Conc. TZn (mg/l),Conc. DZn (mg/l),Conc. TCu (mg/l),Conc. DCu (mg/l)
92,14.842,54.685,23.515,0.0042391,0.0021196,2.6,0.043333,5.7083,21.033,9.0441,0.0016304,0.00081521
93,2946.1,346.68,149.07,4.4652,2.2326,714.99,0.56745,4.1205,0.48488,0.2085,0.0062452,0.0031226
94,510.0,61.261,26.342,0.72526,0.36263,123.55,0.2574,4.1278,0.49583,0.21321,0.0058701,0.002935
95,231.37,29.605,12.73,0.19581,0.097907,40.287,0.22382,5.7429,0.73484,0.31598,0.0048605,0.0024302
96,7.2638,1.3248,0.56967,0.0084586,0.0042293,5.2,0.086667,1.3969,0.25477,0.10955,0.0016266,0.00081332
97,45.076,43.916,18.884,0.010598,0.0052989,6.5,0.10833,6.9347,6.7564,2.9052,0.0016304,0.00081522
98,68.075,15.36,6.6049,0.063219,0.031609,15.6,0.13,4.3638,0.98463,0.42339,0.0040525,0.0020262
99,36.111,24.238,10.422,0.010594,0.0052968,6.5,0.10833,5.5556,3.729,1.6035,0.0016298,0.00081489
100,709.68,124.0,53.319,1.6044,0.80221,267.8,0.44633,2.65,0.46303,0.1991,0.0059911,0.0029956
101,567.99,82.101,35.303,0.98647,0.49323,158.57,0.1391,3.5818,0.51775,0.22263,0.0062209,0.0031104
102,345.47,32.388,13.927,0.32849,0.16425,67.587,0.37548,5.1115,0.4792,0.20606,0.0048603,0.0024301
103,1094.0,108.25,46.548,1.1633,0.58165,188.45,0.1963,5.8052,0.57444,0.24701,0.0061731,0.0030865
104,53.307,11.787,5.0683,0.057948,0.028974,14.3,0.11917,3.7277,0.82424,0.35442,0.0040523,0.0020262
105,29.385,2.6022,1.1189,0.025378,0.012689,15.6,0.26,1.8837,0.16681,0.071727,0.0016268,0.00081339
106,99.762,72.685,31.255,0.016964,0.0084821,10.4,0.17333,9.5925,6.989,3.0053,0.0016312,0.00081559
107,697.83,170.46,73.296,2.2192,1.1096,357.55,0.33107,1.9517,0.47673,0.205,0.0062066,0.0031033
108,475.46,65.881,28.329,0.38369,0.19184,66.339,0.15795,7.1671,0.9931,0.42703,0.0057837,0.0028919
109,13.589,7.9327,3.4111,0.021071,0.010536,5.2,0.043333,2.6133,1.5255,0.65597,0.0040521,0.0020261
110,697.7,198.89,85.524,2.5972,1.2986,427.75,0.5941,1.6311,0.46497,0.19994,0.0060719,0.0030359
111,40.114,198.8,85.483,0.0063653,0.0031826,3.9,0.065,10.286,50.974,21.919,0.0016321,0.00081606
112,5.8905,3.0038,1.2916,0.015801,0.0079006,3.9,0.0325,1.5104,0.77021,0.33119,0.0040516,0.0020258
