Event,TSS (mg),TZn (mg),DZn (mg),TCu (mg),DCu (mg),Volume (l),Flow rate (l/min),Conc. TSS (mg/l),Conc. TZn (mg/l),Conc. DZn (mg/l),Conc. TCu (mg/l),Conc. DCu (mg/l)
23/08/2020,6691.4,503.05,427.6,0.45888,0.091776,429.6,7.16,15.576,1.171,0.99534,0.0010682,0.00021363
24/08/2020,26401.0,5459.9,4640.9,7.528,1.5056,2176.6,9.0693,12.129,2.5084,2.1321,0.0034585,0.00069171
25/08/2020,7566.9,1311.4,1114.7,1.5245,0.30491,572.8,4.7733,13.21,2.2895,1.9461,0.0026616,0.00053231
27/08/2020,17995.0,856.43,727.97,1.0715,0.21429,1002.4,16.707,17.952,0.85438,0.72622,0.0010689,0.00021378
1/09/2020,171350.0,17290.0,14697.0,24.307,4.8614,6300.8,13.127,27.194,2.7441,2.3325,0.0038577,0.00077154
6/09/2020,18930.0,1572.7,1336.8,1.9072,0.38145,716.0,5.9667,26.439,2.1965,1.8671,0.0026637,0.00053275
6/09/2020,8660.9,1779.8,1512.8,2.2865,0.45729,859.2,7.16,10.08,2.0714,1.7607,0.0026611,0.00053223
10/09/2020,294530.0,32982.0,28034.0,46.638,9.3275,12888.0,42.96,22.853,2.5591,2.1752,0.0036187,0.00072374
11/09/2020,73249.0,22608.0,19217.0,31.859,6.3717,8033.5,12.172,9.1179,2.8142,2.3921,0.0039657,0.00079314
17/09/2020,41414.0,3595.0,3055.8,4.6646,0.93292,1288.8,4.296,32.134,2.7894,2.371,0.0036193,0.00072387
7/10/2020,56549.0,2088.6,1775.3,2.6773,0.53546,1002.4,8.3533,56.413,2.0836,1.771,0.0026709,0.00053417
13/10/2020,36839.0,2572.2,2186.3,3.4336,0.68671,1288.8,10.74,28.584,1.9958,1.6964,0.0026642,0.00053283
15/10/2020,7648.9,507.69,431.53,0.45917,0.091834,429.6,7.16,17.805,1.1818,1.0045,0.0010688,0.00021377
26/10/2020,697720.0,48555.0,41272.0,68.621,13.724,16969.0,18.855,41.117,2.8614,2.4322,0.0040439,0.00080878
29/10/2020,39180.0,1784.2,1516.6,2.4485,0.4897,2291.2,38.187,17.1,0.77871,0.66191,0.0010686,0.00021373
7/11/2020,1704300.0,147040.0,124980.0,208.18,41.636,51036.0,47.256,33.394,2.8811,2.4489,0.0040791,0.00081581
19/11/2020,53164.0,1070.5,909.96,1.3895,0.27791,1288.8,21.48,41.251,0.83065,0.70605,0.0010782,0.00021563
22/11/2020,9336.0,514.82,437.6,0.45972,0.091945,429.6,7.16,21.732,1.1984,1.0186,0.0010701,0.00021402
22/11/2020,12502.0,4351.8,3699.1,5.9426,1.1885,1718.4,7.16,7.2752,2.5325,2.1526,0.0034582,0.00069164
25/11/2020,23928.0,2306.8,1960.8,3.0504,0.61009,1145.6,9.5467,20.887,2.0137,1.7116,0.0026627,0.00053255
25/11/2020,51720.0,22211.0,18879.0,31.264,6.2527,7732.8,8.592,6.6883,2.8723,2.4414,0.004043,0.0008086
27/11/2020,172360.0,28958.0,24614.0,40.931,8.1863,11313.0,37.709,15.236,2.5598,2.1758,0.0036182,0.00072363
30/11/2020,107010.0,15110.0,12844.0,21.211,4.2422,5498.9,11.456,19.461,2.7479,2.3357,0.0038574,0.00077147
5/12/2020,198420.0,17560.0,14926.0,24.773,4.9545,7160.0,29.833,27.712,2.4525,2.0846,0.0034599,0.00069197
20/12/2020,431000.0,23129.0,19660.0,32.667,6.5333,9021.6,30.072,47.775,2.5638,2.1792,0.0036209,0.00072418
21/12/2020,49758.0,15870.0,13489.0,22.384,4.4768,6472.6,26.969,7.6874,2.4519,2.0841,0.0034583,0.00069165
22/12/2020,32963.0,8897.0,7562.5,12.434,2.4867,3436.8,11.456,9.5912,2.5888,2.2004,0.0036178,0.00072356
23/12/2020,153390.0,30776.0,26160.0,43.377,8.6754,10611.0,9.308,14.455,2.9004,2.4653,0.0040879,0.00081757
25/12/2020,125630.0,38766.0,32951.0,54.805,10.961,14048.0,26.015,8.9431,2.7596,2.3456,0.0039013,0.00078026
25/12/2020,49979.0,19127.0,16258.0,26.953,5.3906,6988.2,14.559,7.1519,2.737,2.3265,0.0038569,0.00077139
26/12/2020,211090.0,60170.0,51145.0,85.108,17.022,21050.0,23.389,10.028,2.8584,2.4296,0.0040431,0.00080861
