Event,TSS (mg),TZn (mg),DZn (mg),TCu (mg),DCu (mg),Volume (l),Flow rate (l/min),Conc. TSS (mg/l),Conc. TZn (mg/l),Conc. DZn (mg/l),Conc. TCu (mg/l),Conc. DCu (mg/l)
3/01/2018,1657.1,137.09,116.53,0.16295,0.032591,51.0,0.28333,32.492,2.6881,2.2849,0.0031952,0.00063903
5/01/2018,62573.0,13365.0,11360.0,18.921,3.7843,4560.0,2.5333,13.722,2.9309,2.4912,0.0041494,0.00082988
10/01/2018,114480.0,17371.0,14765.0,24.593,4.9186,5865.0,1.9167,19.518,2.9618,2.5175,0.0041932,0.00083864
13/01/2018,1492.6,269.51,229.08,0.37257,0.074514,140.0,1.1667,10.661,1.9251,1.6363,0.0026612,0.00053224
2/02/2018,149830.0,8581.5,7294.2,12.152,2.4304,3029.0,3.8833,49.465,2.8331,2.4081,0.0040118,0.00080237
2/02/2018,233.76,107.9,91.711,0.11066,0.022133,32.0,0.13333,7.305,3.3717,2.866,0.0034582,0.00069164
11/02/2018,51804.0,4332.8,3682.9,6.1296,1.2259,1536.0,2.1333,33.727,2.8209,2.3977,0.0039907,0.00079813
19/02/2018,2951.8,198.55,168.77,0.25886,0.051771,81.0,0.45,36.442,2.4512,2.0836,0.0031957,0.00063915
20/02/2018,31636.0,17661.0,15012.0,25.007,5.0013,6032.0,3.4667,5.2447,2.9278,2.4887,0.0041457,0.00082913
22/02/2018,12638.0,2660.0,2261.0,3.7642,0.75285,1179.0,6.55,10.719,2.2561,1.9177,0.0031927,0.00063855
26/02/2018,18910.0,2184.7,1857.0,3.0861,0.61721,800.0,1.6667,23.637,2.7309,2.3213,0.0038576,0.00077151
28/02/2018,4315.1,742.96,631.52,1.0375,0.2075,273.0,0.65,15.806,2.7215,2.3133,0.0038003,0.00076006
6/03/2018,53938.0,5306.0,4510.1,7.5084,1.5017,1872.0,2.4,28.813,2.8344,2.4092,0.0040109,0.00080218
9/03/2018,2364.1,233.5,198.48,0.31951,0.063901,120.0,1.0,19.701,1.9459,1.654,0.0026626,0.00053251
21/03/2018,87141.0,6213.5,5281.5,8.7917,1.7583,2142.0,1.7,40.682,2.9008,2.4657,0.0041044,0.00082088
23/03/2018,655.68,213.75,181.69,0.28732,0.057463,90.0,0.5,7.2853,2.375,2.0187,0.0031924,0.00063848
23/03/2018,2956.5,1286.1,1093.2,1.8023,0.36046,440.0,0.36667,6.7194,2.923,2.4846,0.0040962,0.00081923
24/03/2018,3383.0,903.56,768.03,1.2738,0.25476,399.0,2.2167,8.4788,2.2646,1.9249,0.0031925,0.0006385
9/04/2018,203590.0,15005.0,12754.0,21.242,4.2483,5060.0,1.5333,40.236,2.9655,2.5206,0.004198,0.00083959
12/04/2018,1728.3,288.1,244.88,0.3992,0.07984,150.0,1.25,11.522,1.9207,1.6326,0.0026613,0.00053227
16/04/2018,9065.6,963.22,818.74,1.3561,0.27122,392.0,1.6333,23.126,2.4572,2.0886,0.0034594,0.00069188
21/04/2018,18420.0,1567.4,1332.3,2.2144,0.44288,640.0,2.6667,28.781,2.4491,2.0817,0.00346,0.000692
28/04/2018,99115.0,10897.0,9262.4,15.425,3.0849,3706.0,1.8167,26.745,2.9403,2.4993,0.0041621,0.00083241
30/04/2018,4856.9,1152.9,980.0,1.6227,0.32453,427.0,1.0167,11.374,2.7001,2.2951,0.0038001,0.00076003
12/05/2018,4322.9,198.44,168.68,0.26674,0.053348,100.0,0.83333,43.229,1.9844,1.6868,0.0026674,0.00053348
13/05/2018,10208.0,2035.9,1730.5,2.8739,0.57478,730.0,1.2167,13.983,2.7889,2.3705,0.0039369,0.00078737
15/05/2018,9015.4,2101.4,1786.2,2.9664,0.59328,748.0,1.1333,12.053,2.8093,2.3879,0.0039658,0.00079316
16/05/2018,3283.8,594.14,505.02,0.83334,0.16667,261.0,1.45,12.582,2.2764,1.9349,0.0031929,0.00063857
16/05/2018,4389.9,1740.0,1479.0,2.4578,0.49157,660.0,1.8333,6.6514,2.6364,2.2409,0.003724,0.0007448
20/05/2018,5686.9,622.81,529.39,0.86849,0.1737,240.0,0.8,23.695,2.595,2.2058,0.0036187,0.00072374
23/05/2018,8724.8,363.44,308.92,0.51316,0.10263,480.0,8.0,18.177,0.75716,0.64359,0.0010691,0.00021381
25/05/2018,19582.0,2986.7,2538.7,4.2187,0.84375,1037.0,1.0167,18.883,2.8802,2.4482,0.0040682,0.00081364
27/05/2018,365.95,34.56,29.376,0.032016,0.0064032,30.0,0.5,12.198,1.152,0.97919,0.0010672,0.00021344
27/05/2018,15766.0,5863.9,4984.3,8.2955,1.6591,2001.0,1.15,7.8792,2.9305,2.4909,0.0041457,0.00082913
2/06/2018,816.51,36.537,31.057,0.032163,0.0064326,30.0,0.5,27.217,1.2179,1.0352,0.0010721,0.00021442
3/06/2018,11025.0,3539.2,3008.3,5.0049,1.001,1248.0,1.6,8.8343,2.8359,2.4105,0.0040103,0.00080206
4/06/2018,12934.0,3618.3,3075.6,5.1133,1.0227,1242.0,0.9,10.414,2.9133,2.4763,0.004117,0.0008234
5/06/2018,20883.0,6555.8,5572.4,9.2788,1.8558,2295.0,2.55,9.0995,2.8565,2.4281,0.004043,0.00080861
7/06/2018,4072.1,1246.2,1059.3,1.7556,0.35112,462.0,1.1,8.814,2.6974,2.2927,0.0038,0.00076001
11/06/2018,10146.0,1120.6,952.5,1.5739,0.31478,408.0,0.85,24.867,2.7465,2.3346,0.0038576,0.00077152
12/06/2018,31813.0,7412.4,6300.5,10.491,2.0981,2552.0,1.9333,12.466,2.9045,2.4689,0.0041107,0.00082215
14/06/2018,1375.8,453.47,385.45,0.62564,0.12513,168.0,0.46667,8.1892,2.6992,2.2943,0.0037241,0.00074481
18/06/2018,6121.6,661.96,562.67,0.9098,0.18196,228.0,0.31667,26.849,2.9033,2.4678,0.0039903,0.00079807
19/06/2018,1784.4,380.74,323.63,0.5322,0.10644,200.0,1.6667,8.9218,1.9037,1.6181,0.002661,0.0005322
26/06/2018,2244.4,144.39,122.73,0.18654,0.037308,70.0,0.58333,32.063,2.0627,1.7533,0.0026649,0.00053297
1/07/2018,14309.0,1462.4,1243.0,2.0483,0.40965,500.0,0.41667,28.619,2.9248,2.4861,0.0040965,0.0008193
10/07/2018,19926.0,1450.6,1233.0,2.0486,0.40972,592.0,2.4667,33.659,2.4503,2.0827,0.0034605,0.0006921
15/07/2018,11693.0,1054.4,896.2,1.4838,0.29676,410.0,1.3667,28.52,2.5716,2.1859,0.0036191,0.00072382
16/07/2018,4848.3,1469.8,1249.4,2.0716,0.41432,531.0,0.98333,9.1306,2.7681,2.3529,0.0039013,0.00078026
23/07/2018,1979.7,170.96,145.31,0.20762,0.041524,60.0,0.25,32.995,2.8493,2.4219,0.0034603,0.00069207
24/07/2018,1094.4,239.16,203.29,0.31818,0.063637,92.0,0.38333,11.896,2.5996,2.2097,0.0034585,0.0006917
25/07/2018,1394.4,80.652,68.554,0.10677,0.021354,100.0,1.6667,13.944,0.80652,0.68554,0.0010677,0.00021354
29/07/2018,1257.8,109.68,93.224,0.13317,0.026635,50.0,0.41667,25.156,2.1935,1.8645,0.0026635,0.0005327
6/08/2018,6678.4,583.43,495.91,0.78958,0.15792,196.0,0.23333,34.073,2.9767,2.5302,0.0040285,0.00080569
8/08/2018,2010.1,88.114,74.897,0.11759,0.023518,110.0,1.8333,18.273,0.80104,0.68088,0.001069,0.0002138
17/08/2018,18615.0,1397.2,1187.7,1.9635,0.3927,495.0,0.75,37.606,2.8227,2.3993,0.0039667,0.00079333
24/08/2018,5432.0,472.3,401.45,0.65145,0.13029,180.0,0.6,30.178,2.6239,2.2303,0.0036192,0.00072384
29/08/2018,4637.8,441.25,375.06,0.60348,0.1207,162.0,0.45,28.628,2.7237,2.3152,0.0037252,0.00074503
3/09/2018,63440.0,7509.0,6382.7,10.63,2.1261,2664.0,3.7,23.814,2.8187,2.3959,0.0039903,0.00079807
3/09/2018,2993.7,1025.4,871.59,1.4396,0.28791,369.0,0.68333,8.1131,2.7788,2.362,0.0039013,0.00078025
