Event,TSS (mg),TZn (mg),DZn (mg),TCu (mg),DCu (mg),Volume (l),Flow rate (l/min),Conc. TSS (mg/l),Conc. TZn (mg/l),Conc. DZn (mg/l),Conc. TCu (mg/l),Conc. DCu (mg/l)
37,287.64,23.905,20.558,0.29779,0.068491,172.32,0.95735,1.6692,0.13872,0.1193,0.0017281,0.00039746
38,41.333,4.9645,4.2694,0.03543,0.0081488,24.6,0.205,1.6802,0.20181,0.17355,0.0014402,0.00033125
39,144.3,10.908,9.3809,0.12399,0.028519,86.1,0.7175,1.676,0.12669,0.10895,0.0014401,0.00033123
40,266.54,18.51,15.918,0.23027,0.052963,159.9,1.3325,1.6669,0.11576,0.099552,0.0014401,0.00033122
41,1146.3,117.38,100.95,1.5283,0.3515,700.85,0.83435,1.6356,0.16748,0.14403,0.0021806,0.00050154
42,3561.6,387.83,333.54,5.0933,1.1715,2312.6,2.2673,1.5401,0.1677,0.14422,0.0022024,0.00050654
43,123.46,11.165,9.6019,0.12753,0.029333,73.8,0.41,1.6729,0.15129,0.13011,0.0017281,0.00039746
44,2274.6,243.87,209.72,3.1914,0.73403,1426.3,0.9143,1.5948,0.17098,0.14704,0.0022376,0.00051464
45,572.33,54.205,46.617,0.69482,0.15981,344.65,0.95735,1.6606,0.15728,0.13526,0.002016,0.00046369
46,669.75,64.48,55.453,0.83425,0.19188,405.53,0.96555,1.6515,0.159,0.13674,0.0020572,0.00047315
47,348.5,34.174,29.389,0.43041,0.098995,209.22,0.49815,1.6657,0.16334,0.14047,0.0020572,0.00047315
48,205.54,17.58,15.119,0.21234,0.048839,122.88,0.68265,1.6728,0.14307,0.12304,0.0017281,0.00039746
49,3138.9,336.21,289.14,4.4139,1.0152,2016.6,2.2407,1.5565,0.16672,0.14338,0.0021888,0.00050343
50,226.52,20.948,18.015,0.25329,0.058257,135.3,0.56375,1.6742,0.15483,0.13315,0.0018721,0.00043058
51,82.663,7.3186,6.294,0.070856,0.016297,49.2,0.41,1.6801,0.14875,0.12793,0.0014402,0.00033124
52,2689.5,287.65,247.38,3.774,0.86801,1709.2,1.5826,1.5735,0.1683,0.14474,0.002208,0.00050784
53,246.16,17.187,14.781,0.21256,0.048889,147.6,1.23,1.6677,0.11644,0.10014,0.0014401,0.00033122
54,62.017,3.2982,2.8365,0.021264,0.0048907,36.9,0.615,1.6807,0.089382,0.076869,0.00057626,0.00013254
55,185.04,17.237,14.824,0.20724,0.047665,110.7,0.46125,1.6716,0.15571,0.13391,0.0018721,0.00043058
56,82.542,3.544,3.0479,0.02835,0.0065206,49.2,0.82,1.6777,0.072033,0.061948,0.00057623,0.00013253
57,3162.3,341.58,293.76,4.4828,1.031,2030.2,1.8799,1.5576,0.16825,0.14469,0.002208,0.00050784
58,185.51,17.567,15.108,0.20724,0.047665,110.7,0.46125,1.6758,0.15869,0.13648,0.0018721,0.00043058
59,3016.7,328.95,282.9,4.3158,0.99263,1931.1,1.2874,1.5622,0.17034,0.1465,0.0022349,0.00051403
60,184.99,18.615,16.009,0.22318,0.051331,110.7,0.3075,1.6711,0.16816,0.14462,0.0020161,0.00046369
61,328.94,32.46,27.915,0.40561,0.093291,197.17,0.46945,1.6683,0.16463,0.14158,0.0020572,0.00047315
62,911.84,89.116,76.64,1.1568,0.26605,553.99,1.1542,1.6459,0.16086,0.13834,0.002088,0.00048025
63,2750.6,292.59,251.63,3.8377,0.88268,1747.6,1.8204,1.5739,0.16743,0.14399,0.002196,0.00050508
64,430.5,38.15,32.809,0.48355,0.11122,258.3,1.0763,1.6667,0.1477,0.12702,0.0018721,0.00043057
65,123.66,4.4349,3.814,0.042524,0.0097804,73.8,1.23,1.6756,0.060094,0.051681,0.0005762,0.00013253
66,348.43,23.936,20.585,0.30112,0.069258,209.1,1.7425,1.6663,0.11447,0.098445,0.0014401,0.00033122
67,267.0,18.652,16.04,0.23027,0.052963,159.9,1.3325,1.6698,0.11664,0.10031,0.0014401,0.00033122
68,41.366,2.9968,2.5773,0.014177,0.0032607,24.6,0.41,1.6815,0.12182,0.10477,0.00057631,0.00013255
69,41.305,2.7862,2.3961,0.014177,0.0032607,24.6,0.41,1.6791,0.11326,0.097402,0.00057631,0.00013255
70,164.57,5.3456,4.5972,0.056696,0.01304,98.4,1.64,1.6725,0.054325,0.046719,0.00057618,0.00013252
71,729.99,70.251,60.416,0.91041,0.20939,442.55,1.0537,1.6495,0.15874,0.13652,0.0020572,0.00047315
72,2710.1,283.53,243.83,3.7206,0.85574,1722.5,2.3923,1.5733,0.1646,0.14156,0.00216,0.0004968
73,3139.2,344.01,295.85,4.5152,1.0385,2017.9,1.2935,1.5557,0.17048,0.14661,0.0022376,0.00051464
74,61.943,3.1468,2.7062,0.021264,0.0048907,36.9,0.615,1.6787,0.085278,0.073339,0.00057626,0.00013254
75,123.81,9.7062,8.3473,0.10628,0.024445,73.8,0.615,1.6777,0.13152,0.11311,0.0014401,0.00033123
76,471.75,48.395,41.62,0.61214,0.14079,283.39,0.3936,1.6646,0.17077,0.14686,0.00216,0.00049681
77,41.246,2.6034,2.2389,0.014177,0.0032607,24.6,0.41,1.6767,0.10583,0.091012,0.00057631,0.00013255
78,185.22,13.412,11.534,0.15942,0.036667,110.7,0.9225,1.6731,0.12116,0.10419,0.0014401,0.00033123
79,12816.0,1980.7,1703.4,26.065,5.9949,11405.0,2.0439,1.1238,0.17368,0.14936,0.0022854,0.00052565
80,62.042,6.2089,5.3397,0.053143,0.012223,36.9,0.3075,1.6813,0.16826,0.14471,0.0014402,0.00033124
81,1145.7,116.18,99.917,1.5144,0.34831,701.1,0.97375,1.6341,0.16571,0.14251,0.00216,0.00049681
82,531.86,49.017,42.155,0.62631,0.14405,319.8,1.066,1.6631,0.15327,0.13182,0.0019584,0.00045044
83,449.61,36.598,31.475,0.4674,0.1075,270.48,1.5026,1.6623,0.13531,0.11637,0.0017281,0.00039746
84,449.81,36.635,31.506,0.4674,0.1075,270.48,1.5026,1.663,0.13545,0.11648,0.0017281,0.00039746
85,82.276,8.302,7.1397,0.084811,0.019507,49.077,0.27265,1.6765,0.16916,0.14548,0.0017281,0.00039747
86,1265.1,131.42,113.02,1.711,0.39353,774.9,0.7175,1.6325,0.16959,0.14585,0.002208,0.00050784
87,531.44,52.286,44.966,0.66775,0.15358,319.8,0.66625,1.6618,0.16349,0.14061,0.002088,0.00048025
88,612.37,57.936,49.825,0.74392,0.1711,369.0,1.025,1.6595,0.15701,0.13503,0.002016,0.00046369
89,4000.6,449.92,386.93,5.9102,1.3594,2631.0,1.4616,1.5206,0.17101,0.14707,0.0022464,0.00051667
90,971.17,93.51,80.419,1.2151,0.27946,590.65,1.4063,1.6443,0.15832,0.13615,0.0020572,0.00047315
91,307.96,21.347,18.358,0.2657,0.06111,184.5,1.5375,1.6692,0.1157,0.099503,0.0014401,0.00033122
92,41.334,2.8829,2.4793,0.014177,0.0032607,24.6,0.41,1.6802,0.11719,0.10078,0.00057631,0.00013255
93,8898.0,1142.5,982.53,15.03,3.4568,6764.9,5.3689,1.3153,0.16888,0.14524,0.0022217,0.000511
94,1880.3,186.43,160.33,2.4409,0.5614,1169.0,2.4354,1.6085,0.15948,0.13715,0.002088,0.00048025
95,631.91,51.151,43.99,0.6587,0.1515,381.18,2.1176,1.6578,0.13419,0.11541,0.0017281,0.00039745
96,82.358,3.3224,2.8572,0.02835,0.0065206,49.2,0.82,1.6739,0.067528,0.058074,0.00057623,0.00013253
97,103.23,4.0959,3.5225,0.035437,0.0081505,61.5,1.025,1.6785,0.0666,0.057276,0.00057621,0.00013253
98,246.72,17.386,14.952,0.21256,0.048889,147.6,1.23,1.6715,0.11779,0.1013,0.0014401,0.00033122
99,103.18,4.0485,3.4817,0.035437,0.0081505,61.5,1.025,1.6778,0.065829,0.056613,0.00057621,0.00013253
100,3871.6,411.02,353.48,5.4001,1.242,2533.8,4.223,1.528,0.16222,0.13951,0.0021312,0.00049018
101,2383.0,253.39,217.92,3.3204,0.76369,1500.4,1.3161,1.5883,0.16889,0.14524,0.0022131,0.00050901
102,1049.6,84.908,73.021,1.1051,0.25416,639.48,3.5527,1.6414,0.13278,0.11419,0.0017281,0.00039745
103,2805.2,298.57,256.77,3.9155,0.90057,1783.0,1.8573,1.5733,0.16745,0.14401,0.002196,0.00050508
104,226.19,16.041,13.796,0.19485,0.044815,135.3,1.1275,1.6718,0.11856,0.10196,0.0014401,0.00033122
105,246.3,7.3718,6.3397,0.085042,0.01956,147.6,2.46,1.6687,0.049944,0.042952,0.00057616,0.00013252
106,165.05,5.5997,4.8157,0.056696,0.01304,98.4,1.64,1.6773,0.056908,0.04894,0.00057618,0.00013252
107,5008.6,568.24,488.69,7.4697,1.718,3383.0,3.1324,1.4805,0.16797,0.14445,0.002208,0.00050784
108,1031.4,99.347,85.439,1.2912,0.29698,627.67,1.4945,1.6432,0.15828,0.13612,0.0020572,0.00047315
109,82.461,6.9776,6.0007,0.070856,0.016297,49.2,0.41,1.676,0.14182,0.12197,0.0014402,0.00033124
110,5848.0,664.76,571.7,8.742,2.0107,4047.2,5.6211,1.445,0.16425,0.14126,0.00216,0.0004968
111,62.045,3.3577,2.8877,0.021264,0.0048907,36.9,0.615,1.6814,0.090996,0.078256,0.00057626,0.00013254
112,61.807,5.6417,4.8519,0.053143,0.012223,36.9,0.3075,1.675,0.15289,0.13149,0.0014402,0.00033124
